title,company,location,link 
자율주행 평가 개발자,에스더블유엠,안양 동안구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=67fc49a99fbd48de
[경력] 웹 기획자,와이비엠넷,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bef4a802f3396268
[원원테크]신입사원(데이터수집 솔루션과 응용프로그램 개발),원원테크,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=098a26eacf19050f
품질관리자 경력 정규직,농업회사법인 한백식품,충청북도 괴산,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ef7d3939f58bdac1
[한국컴패션] 교회온라인 Marketing 담당 정규직 #사무직,서울,서울 한남동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ba1e60302f285a58
High Level Synthesis (HLS) 설계 엔지니어 (딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d6a3655d6bc82a2d
지식 콘텐츠 전문기업 콘텐츠 B2B 영업 대리급 (경력 3년 이상),인파트너스,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2f3287220cc33c87
MD/퍼포먼스 마케터 경력자 (5년 이상),세븐스마일케어,광주 광주시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=97cde078dd47847a
퍼포먼스 디지털 마케터,아트라미,대구 남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=265bc383cd2d0535
모바일 게임 기획자 [2년차 이상],쿡앱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f8dbc3a5afd6b8c
Full/Part-time임상 통계,JBlab,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3d5d35d5c8d614aa
DBA담당자,해커스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1f7f2b48cf91125b
(주)스마트에프엔디 마케팅팀 디지털마케팅 담당,스마트에프엔디,서울 광진구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a60ddff22f16fbec
"[SHC] CB센터 연구원(석,박사)",에스씨엘헬스케어,용인 기흥구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8fc3d9cdabeafbc2
골프웨어 백화점 영업MD 경력사원 채용,해피랜드 코퍼레이션,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=70838a1c9e6396d7
AI플랫폼 백엔드 개발자 모집,넷마블,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=84df664a7eb829bc
전자상거래 마케팅 임원 팀장,피플투피플,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ff02e6f56ea45bc8
빅데이터 분석 플랫폼 개발,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=60f914fdfa287422
실험실직원,서우소재,경상북도 김천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b014dd1464684ed7
E-Commerce Manager,LINE,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e5bdd3e38fdbe824
데이터 분석 엔지니어,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=602f24fa38ad1f79
데이터 분석엔지니어,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=547bc98dcdc0bc1f
인공지능 및 Python 개발자,이지스케이,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1e7a2f419d5f69a7
CRM 시스템 운영자,법무법인세종,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e8914da78b326504
삼성전자 플랫폼 SM (Front/Backend/DBA/SWA),샘소프트,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=80295f9d3dd93f53
(주)포도 영상연구소 연구원,포도,성남 수정구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=979d7d1f75078a0f
CRM 데이터 분석/관리(대리~과장),Success Korea,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c65f522c121819a1
UI / UX 전문가,쿡앱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b59063e9da1ccd3
[닥터키친] 마케팅팀,닥터키친,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8ecba13a1566c8d
(청년디지털일자리사업)미식의시대 서비스 전략기획,미식의시대,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=228d108f0ec308f2
식품 제조 및 유통기업 / 스마트스토어 온라인MD / 대리~과장급,제이떠블유커리어,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c15445ee146d4533
식품 제조 및 유통기업 / 온라인마케팅 / 대리~과장급,제이떠블유커리어,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=277ca342110ddcda
엔미디어플랫폼 사업담당자 인재 안내,엔미디어플랫폼,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9a5d4b03e09adc4c
Junior Data Analyst (신입),Success Korea,서울 논현동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d0968b924173d67e
E-모빌리티 사업기획·운영 매니저,쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d99b7eb708f8b14c
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
콘비니 유통 MD & SNS 마케터 경력직 채용건,로지포커스,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cd36ae057a01ca4c
(Manager)제휴마케팅,딜리버리히어로코리아,서울 서초동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=81930b808b95d769
[TmaxSpace/기술] Space 제품 QA,티맥스소프트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ebc487fb17b8fd5
고객서비스 관련 Data 분석 업무,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0129ebc091c4d165
"CRM분석, CRM Marketing Manager 국내 대기업 식품회사",국내 대기업 식품회사,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5bffd6be54d68b58
민트팟 iOS 개발자 경력,민트팟,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8b49279c6ea65cbf
캐주얼 게임 기획자 [경력 무관],쿡앱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=66dfe3dacda891de
열정적이고 성실함이 준비된 시장조사업무(사무보조) 사원급,엔에프개발,용인 기흥구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3680595de6afd803
웹개발자 신입/경력 모집합니다.,원스글로벌,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=33aa739edadf1672
정보보호 국내 대형 포털사 메인 계열사,국내 대형 포털사 메인 계열사,경기도,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=280a8f732da2b085
트리엠 조달 마케팅 경력,트리엠,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=76cdfc49db31139c
여성복 전략기획실 영업MD 신입 및 경력직원,아마넥스,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2d11e3f4b3442bd9
"사무직,고객관리,광고관리,계약관리 등 사무직업무보조 및 중개보조업무 [4대보험가입]",리더스공인중개사,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3df2e5a3328c5c01
IT 솔루션 영업 담당자,비아이매트릭스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e5de1fa7e396ff32
[취업연계교육]전액무료 IT교육받고 취업하자,휴먼교육센터,청주 흥덕구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce3e13c2bc8da256
항만물류 데이터사이언스 센터 연구원안내,울산과학기술원,울산 언양읍,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aaa2510ea15a5c36
리서치센터(인턴)(~4/12(일)),이베스트투자증권,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5865fd4c2d8eb646
Security Developer (보안 개발자),Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=857aced59dd116dd
더한섬닷컴 직무별 경력(4년 이상),한섬,서울 성내동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=51c3c8025a1947c5
머신러닝기반 데이터분석[1차],Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=26cc815d5498f436
크리에이터 파트너십 매니저 경력,유비앤,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8a7fd3bcd236ced7
[Search] 글로벌 NLP 기술 개발 신입,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=860c62855db0b8f0
현대무벡스 경력사원 상시[클라우드 Data Analytics],현대무벡스,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b96faf761422ccc8
"[EY한영] 경영지원본부 Brand, Marketing & Communications(BMC)팀 경력직 모집",EY,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=41479d0826309ded
대학혁신센터 연구원,서울대학교,서울 관악구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dc3517afc21c7845
UA 매니저 경력 채용 공고 – 채용마감,텐센트 코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b8152fe5305e21f7
우아한형제들 라이브커머스 상품카탈로그 검수 및 전시 운영(3년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=681ca8dbe4933bf3
품질 - 클레임 담당자,Continental AG,세종특별자치시 세종,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=157463feebb83c04
"Principal, UX Researcher (UX Research)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3b31f58c40bae924
안드로이드 개발자(신입/경력),myrealtrip,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a0427584e85a0d53
퍼포먼스 마케터,테누토,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=543ab695a750e00f
[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,EY,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4207c3ceb2dad58c
Data Engineer,Soomgo,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5c45a3d19019f932
Business Development Manager,Bear Robotics,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7042092001391bcf
서버 개발자,쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad5d58e82260d8c1
"[Coupang Pay] Principal, UX Designer",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1461c4e909c9b105
신규 모바일 전략RPG 개발자 모집 (밸런스 기획) (경력),네오위즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a0e9dada26fabe85
[Biz] 네이버 광고 컨설팅 담당자,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8e6bd8f18967b807
"[정규직] 제조 부문 I-FACTs P/F (EES, FADA, EdgeComputing, CIM , MCS ) 개발",SK 씨앤씨,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=210e13bac371eda2
배민상회 가게용품MD 경력직 (3년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=00517682511d24d2
(주)바바패션 온라인사업부 서비스기획/마케터/에디터 채용,,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=48b0fac7b4dc49f0
DX혁신부문 Tech Lab Junior Front-end Web Developer 정규직,이투스교육,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e8c37cf795390f5a
프론트앤드/백앤드 개발자,이리온컴퍼니,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9a63a11d09651658
[XTRM] Data Engineer,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f837dc18688a1d0f
전국폐기물통계조사T/F팀 촉탁직,한국환경공단,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1bd904ebbecee47e
배달의민족 제휴사업 기획/관리 경력직 (4년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d4faa4b0fe191537
온라인 마케팅 부문,마켓밸리,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cb8fe6add084e39b
[2021-01] 서울시 어르신돌봄종사자 종합지원센터 신규,서울시어르신돌봄종사자 종합지원센터,서울 녹번동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b59b3b9e838ca57f
온라인몰 웹기획 경력인재 - 식품 우량대기업,에스에프인촌,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aa94e37ad5d4eb9a
2020년 주식회사거림 분양상담사,거림,대구 수성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2eea574d1a6443f3
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
E-Commerce Manager,LINE Plus corporation,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=afb1020d92fbf0e7
신규 모바일 전략RPG 개발자 모집 (시나리오 및 레벨 기획) (경력),네오위즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cd7304143e2e27c7
[PUBGM] Global Community Manager,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fdc26b94f34afe43
한백식품 품질관리 담당자,농업회사법인 한백식품,충청북도 괴산,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=380a166b37296929
모니터링 솔루션 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=da5b9b89c2a01094
게임 기획자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6006a5970c92e92b
배달의민족 제휴혜택 사업기획 경력직 (3년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=34d411581050bbb0
빅데이터 분석/활용(과~차장),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2dc48511f09843fa
"[과자제조] 생산관리, 원가관리 외 신입/경력 정규직",미가방 유한회사,강원도 철원,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=80f177313281ed37
프로덕트 디자이너(UX디자인) 중소벤처기업 new,중소벤처기업,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d3629b43d283060f
보안 장비 기계 설계직,코니스테크,경기도 파주,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=efa8797ca9dd2036
라이브 모바일게임 사업PM,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=09aa228a3afdd823
Front-end Software Engineer,Bear Robotics,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d90d480960387a85
제1차 서울특별시여성능력개발원 기간제계약직,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=63baa342745c443f
식품그룹 플랫폼 기획 직무별 담당 전문가 채용,SMI,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=21bb9f5a1912beff
서울특별시 지방계약직공무원(전산시스템 운영ㆍ관리),서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a03d8915c9a7db40
기획/마케팅,해커스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5aa025ff4bc5d57a
검색&추천 소프트웨어 엔지니어(신입/경력),myrealtrip,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=71675db885a52e67
데이터 엔지니어 (3년 이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c62d380a1585df66
빅 데이터 분석/응용,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8f045a7746fbdf1f
품질관리(QC)책임자,바이오인프라,수원 영통구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1d3ec8c75741a7f9
Back-end 서버개발자 영입,카카오모빌리티,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f08dcdd7b602ceb4
Associate maintenance technician(Electrician),Dow,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=55caf5063114350f
추천 AI 기술 연구 및 개발자 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d7d6e31b56a8bcd7
서북병원 기간제 근로자,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f1ac86c30ba0f86
제2차 서울특별시여성능력개발원 기간제계약직,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d99dd336bb7b1f1c
공장자동화 관련 컴퓨터 응용소프트웨어 개발자,연무기술,안산 단원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ff34824ba886b58d
새날 본사 마케팅·기획관리 경력직,새날,경기도 화성,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5d2f69728186057e
사업개발 담당자,조이코퍼레이션,서울 역삼동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cd665ceef6408bce
식품 제조 및 유통 기업 / CRM 팀장 / 차장급,제이떠블유커리어,용인 처인구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ebb52fab4c55dbb3
유저 리서치,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3d29fa284c0b8d3c
웹툰/웹소설 플랫폼 마케팅,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=50da7315988608d1
Product Design Lead (Product UX),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9dd0fa2bcf91e7ef
EMC / RF / SAR 시험원 (수원),유엘코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ed6ab56d672fe319
서울형 뉴딜일자리 생명가꿈 전문가 양성사업 참여자 추가,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0cd3281ef1ee5fa4
레벨 디자이너,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=814ebff845ea94ba
[CFS] FC Area Manager(ANS4) / 물류센터 운영담당자(안성4),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0e83dcb0caa7465a
[Global Company] 고객행동 데이터 수집 및 도출 & DW 구축을 통한 데이터 통합,에이치알 컨설팅,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=78107487e502e0ef
서울특별시 지방계약직공무원,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f370184fb93764a7
개발업무담당자,지앤씨,광주 광산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3c429a8c9783c183
빅데이터 분석 아키텍트,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6fd44924600fb662
해외 온라인 영업몰 운영촐괄 임원,TOP 전자 대기업 글로벌 온라인(이커머스) 영업(마케팅) 임원급,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5cb55309b1d9565c
민트팟 소프트웨어 외주 개발 프로젝트 매니저(PM) 경력,민트팟,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a5ad9f34f3dc4220
Catalog Operation Specialist (Platform Management),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7078cec85fab8573
솔루션 구축 개발 (ASAP),BM PHR,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=708ae708db924c97
2021년도 국비 기술교육생,대한상공회의소 광주인력개발원,광주 광산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=39db5866372ca186
"실력있는 퍼포먼스 마케터, 개발자분",알파브라더스,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cbc3b72beced3fd7
Product Owner,루트임팩트,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b3bcab807a5a17da
웹툰 MD,RIDI Corp,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=80432339ed452260
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
[XTRM] Publishing PM,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2dc84681e3924e36
"[Salesforce/업계1위] Project Operation (PO, PMO) 팀장",아이투맥스,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2fa758abb2c79c4c
식품 제조 및 유통 기업 / 생산기획 / 과장급,제이떠블유커리어,용인 처인구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b4365ed1ec7007d1
2018 시지온 B2B/B2C 마케터,시지온,서울 동교동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=60ba28b0e72e0d74
커넥티드 카 테크니컬 PM,쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4be3654923e70767
[쇼핑몰 오픈마켓 관리]온라인MD/웹디자이너[삼성전자공식파트너],스피드썬,서울 용산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=91efafcab3148574
2020년 제6차 위촉직(기간제) 공개채용 공고,국토연구원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0c398121e89940cf
메리츠화재--- 금융 전문 컨설턴트 (신불 지원가능),해운대보험대리점,부산,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=12c433c82b74d8f6
Senior Content Designer (CRM Communication),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=866768fa3e1fb0b6
